"Scope","Rule","Severity","Count","ExampleFile","ExampleLine","ExampleMessage"
"Vendor/generated/other","SimplifyConditionalTernaryExpression","note","19","Assets/FishNet/Demos/CustomSyncType/Component State Sync/ComponentStateSync.cs","23","Simplify conditional ternary expression"
"First-party","SimplifyLinqExpressionUseAll","note","3","Assets/Game/Editor/WorldItemSetup.cs","185","Simplify LINQ expression (use 'All')"
"Vendor/generated/other","SimplifyStringInterpolation","note","4","Assets/FishNet/Demos/ColliderRollback/Scripts/Rollback Visualization/RollbackVisualizer.cs","49","Simplify string interpolation"
"Vendor/generated/other","StaticMemberInGenericType","warning","13","Assets/FishNet/Runtime/Plugins/GameKit/Dependencies/Utilities/ObjectCaching.cs","36","Static field in generic type"
"Vendor/generated/other","StringIndexOfIsCultureSpecific.1","warning","6","Assets/FishNet/Runtime/Managing/Scened/SceneLookupData.cs","395","String.IndexOf(string) is culture-specific"
"Vendor/generated/other","StructCanBeMadeReadOnly","note","9","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/OpCode.cs","95","Struct can be made readonly"
"Vendor/generated/other","SwapViaDeconstruction","note","3","Assets/FishNet/Runtime/Plugins/GameKit/Dependencies/Utilities/Arrays.cs","83","Swap via deconstruction"
"Vendor/generated/other","ThreadStaticFieldHasInitializer","warning","2","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/MethodReferenceComparer.cs","10","Thread static field has initializer: it will be evaluated only once by the first thread (while invoking static constructor of the containing type), other threads will observe default value of the field"
"Vendor/generated/other","TooWideLocalVariableScope","note","16","Assets/FishNet/Runtime/Transporting/Transports/Tugboat/LiteNetLib/ReliableChannel.cs","250","Local variable 'ackBit' can be declared in inner scope"
"First-party","TooWideLocalVariableScope","note","3","Assets/Game/Runtime/Birds/BirdRegistry.Planning.cs","13","Local variable 'habitat' can be declared in inner scope"
"Vendor/generated/other","TryCastAlwaysSucceeds","note","2","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/PortablePdb.cs","28","Safe cast expression always succeeds, consider direct cast instead"
"Vendor/generated/other","TypeParameterCanBeVariant","note","2","Assets/FishNet/Runtime/Object/Prediction/Delegates.cs","19","The type parameter 'T' could be declared as contravariant"
"Vendor/generated/other","UAC0009","warning","32","Assets/FishNet/Runtime/Connection/NetworkConnection.Prediction.cs","1","DEVELOPMENT_BUILD preprocessor directive has been deprecated. Please use one of the managed code variant directives (such as DEBUG, UNITY_ENABLE_CHECKS or UNITY_INCLUDE_INSTRUMENTATION) if different code paths are desired for different managed code variants. Checking for development build is possible at runtime using Debug.isDebugBuild. See the Conditional Compilation manual page for more details."
"First-party","UAC0009","warning","36","Assets/Game/Runtime/Diagnostics/AILogCapture.cs","1","DEVELOPMENT_BUILD preprocessor directive has been deprecated. Please use one of the managed code variant directives (such as DEBUG, UNITY_ENABLE_CHECKS or UNITY_INCLUDE_INSTRUMENTATION) if different code paths are desired for different managed code variants. Checking for development build is possible at runtime using Debug.isDebugBuild. See the Conditional Compilation manual page for more details."
"Vendor/generated/other","UAC1001","warning","5","Assets/FishNet/Runtime/Transporting/Transports/Synapse/Synapse.cs","75","Field 'ClientSocket' type 'FishNet.Transporting.Synapse.Client.ClientSocket' is skipped by serialization (missing the [Serializable] attribute). Refer to the Serialization rules analyzer reference."
"Vendor/generated/other","UAC1002","warning","4","Assets/FishNet/Runtime/Object/Synchronizing/SyncDictionary.cs","13","Type 'FishNet.Object.Synchronizing.SyncDictionary<TKey, TValue>' hierarchy is incomplete: 'FishNet.Object.Synchronizing.Internal.SyncBase' lacks the [Serializable] attribute. Refer to the Serialization rules analyzer reference."
"Vendor/generated/other","UAC1009","warning","2","Assets/FishNet/Runtime/Object/Synchronizing/SyncHashset.cs","71","Field 'Collection' uses an unsupported type 'System.Collections.Generic.HashSet<T>'. Refer to the Serialization rules analyzer reference."
"Vendor/generated/other","UAC1015","warning","3","Assets/FishNet/Runtime/Managing/Client/ClientManager.cs","73","Field 'Clients' is a dictionary type 'System.Collections.Generic.Dictionary<int, FishNet.Connection.NetworkConnection>' but is missing [SerializeField]. Unity's dictionary serialization backend skips dictionary fields without [SerializeField], even when the field is public. Add [SerializeField] to serialize this field, or [NonSerialized] to make the intent explicit. Refer to the Serialization rules analyzer reference."
"Vendor/generated/other","UnassignedField.Global","note","5","Assets/FishNet/Runtime/Managing/Scened/LoadUnloadDatas/LoadOptions.cs","19","Field 'AllowStacking' is never assigned"
"First-party","Unity.InefficientMultidimensionalArrayUsage","warning","18","Assets/Game/Editor/ItemPlacementZoneEditor.cs","220","Accessing multidimensional arrays is inefficient. Use a jagged or one-dimensional array instead."
"Vendor/generated/other","Unity.InefficientMultiplicationOrder","warning","5","Assets/FishNet/Demos/ColliderRollback/Scripts/Player/PlayerMotor.cs","38","Order of multiplication operations is inefficient"
"First-party","Unity.InefficientMultiplicationOrder","warning","8","Assets/Game/Runtime/Birds/BirdHitReporter.cs","92","Order of multiplication operations is inefficient"
"Vendor/generated/other","Unity.InstantiateWithoutParent","warning","1","Assets/_3rdParty/LeanTween/Examples/Scripts/GeneralSequencer.cs","37","Setting 'parent' property immediately after object instantiation is inefficient"
"Vendor/generated/other","Unity.PreferAddressByIdToGraphicsParams","warning","16","Assets/FishNet/Runtime/Plugins/GameKit/Dependencies/Utilities/Materials.cs","14","String based property lookup is inefficient"
"First-party","Unity.PreferAddressByIdToGraphicsParams","warning","19","Assets/Game/Editor/HatSetup.cs","101","String based property lookup is inefficient"
"First-party","Unity.PreferNonAllocApi","warning","5","Assets/Game/Runtime/Items/WorldItem.Potions.cs","36","Use non-allocating method 'OverlapCapsuleNonAlloc'"
"Vendor/generated/other","Unity.RedundantAttributeOnTarget","warning","4","Assets/FishNet/Runtime/Managing/Client/ClientManager.cs","77","Attribute 'UnityEngine.HideInInspector' is redundant on this declaration type. It is only used when applied to 'Field' declarations."
"Vendor/generated/other","Unity.RedundantEventFunction","warning","8","Assets/FishNet/Demos/CustomSyncType/Component State Sync/AMonoScript.cs","7","Redundant Unity event function"
"Vendor/generated/other","Unity.RedundantHideInInspectorAttribute","warning","5","Assets/FishNet/Runtime/Generated/Component/Prediction/NetworkColliderBase.cs","15","Redundant 'HideInInspector' attribute"
"Vendor/generated/other","Unity.UnknownAnimatorStateName","warning","1","Assets/_3rdParty/Quirky Series/_Scripts/Demo.cs","177","There is no animator state with the same name in the project."
"Vendor/generated/other","UnusedAutoPropertyAccessor.Global","warning","44","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/ModuleDefinition.cs","62","Auto-property accessor 'ApplyWindowsRuntimeProjections.set' is never used"
"Vendor/generated/other","UnusedAutoPropertyAccessor.Local","warning","2","Assets/FishNet/Runtime/Object/NetworkObject/NetworkObject.LevelOfDetail.cs","19","Auto-property accessor 'ServerIsLevelOfDetailInitialized.set' is never used"
"Vendor/generated/other","UnusedMember.Global","note","1754","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EventDefinition.cs","39","Accessor 'AddMethod.set' is never used"
"First-party","UnusedMember.Global","note","67","Assets/Game/Runtime/Items/HeldItemPose.cs","64","Constructor 'HeldItemPose' is never used"
"Vendor/generated/other","UnusedMember.Local","warning","45","Assets/FishNet/Runtime/Editor/Configuring/Configuring.cs","30","Accessor 'Configurations.set' is never used"
"First-party","UnusedMember.Local","warning","1","Assets/Game/Runtime/UI/HudController.cs","626","Method 'GetItemName' is never used"
"Vendor/generated/other","UnusedMemberInSuper.Global","note","26","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/IConstantProvider.cs","16","Only implementations of accessor 'Constant.set' are used"
"Vendor/generated/other","UnusedMethodReturnValue.Global","note","24","Assets/FishNet/Runtime/Transporting/Transports/Tugboat/LiteNetLib/ConnectionRequest.cs","48","Method 'AcceptIfKey' return value is never used"
"First-party","UnusedMethodReturnValue.Global","note","2","Assets/Game/Runtime/Inventory/PlayerInventory.cs","138","Method 'DirectUse' return value is never used"
"Vendor/generated/other","UnusedMethodReturnValue.Local","warning","6","Assets/FishNet/Runtime/Transporting/Transports/Tugboat/LiteNetLib/NetManager.HashSet.cs","252","Method 'AddPeerToSet' return value is never used"
"First-party","UnusedMethodReturnValue.Local","warning","1","Assets/Game/Runtime/Player/PlayerHeldItemPresentation.cs","459","Method 'CurrentAge' return value is never used"
"Vendor/generated/other","UnusedParameter.Global","note","125","Assets/FishNet/Runtime/Plugins/ColliderRollback/Scripts/RollbackManager.cs","87","Parameter 'asOwnerAndClientHost' is never used"
"First-party","UnusedParameter.Global","note","2","Assets/Game/Runtime/Items/HeldItemPose.cs","239","Parameter 'avatar' is never used"
"First-party","UnusedParameter.Local","warning","22","Assets/Game/Editor/AvatarSettingsEditor.cs","18","Parameter 'active' is never used"
"Vendor/generated/other","UnusedParameter.Local","warning","44","Assets/FishNet/Runtime/Object/NetworkObject/NetworkObject.Observers.cs","326","Parameter 'asServer' is never used"
"Vendor/generated/other","UnusedType.Global","note","81","Assets/FishNet/Demos/CustomSyncType/Component State Sync/ComponentSyncStateBehaviour.cs","8","Class 'AMSSerializer' is never used"
"First-party","UnusedType.Global","note","4","Assets/Game/Runtime/Avatars/Appearance/AvatarAppearanceSerializer.cs","6","Class 'AvatarAppearanceSerializer' is never used"
"Vendor/generated/other","UnusedType.Local","warning","4","Assets/FishNet/CodeGenerating/Processing/Prediction/PredictionProcessor.cs","27","Class 'PredictionAttributedMethods' is never used"
"First-party","UnusedVariable","warning","4","Assets/Game/Runtime/Birds/BirdHitReporter.cs","161","Local variable 'accepted' is never used"
"Vendor/generated/other","UnusedVariable","warning","23","Assets/FishNet/Runtime/Object/Synchronizing/SyncStopwatch.cs","253","Local variable 'asClientHost' is never used"
"Vendor/generated/other","UseArrayEmptyMethod","note","31","Assets/FishNet/Runtime/Plugins/ColliderRollback/Scripts/ColliderRollback.cs","37","Use 'Array.Empty<GameObject>()' to avoid array allocation"
"Vendor/generated/other","UseEmptyTypesField","note","1","Assets/FishNet/CodeGenerating/Helpers/Extension/GetConstructor.cs","99","Use 'Type.EmptyTypes'"
"Vendor/generated/other","UseFormatSpecifierInFormatString","note","1","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Metadata/MetadataToken.cs","88","Use format specifier"
"Vendor/generated/other","UseIndexFromEndExpression","note","10","Assets/FishNet/CodeGenerating/Extension/MethodDefinitionExtensions.cs","54","Use index from end expression"
"First-party","UseIndexFromEndExpression","note","1","Assets/Game/Runtime/Inventory/PlayerInventory.cs","489","Use index from end expression"
"Vendor/generated/other","UseNameOfInsteadOfToString","note","13","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/ModuleDefinition.cs","1139","Use 'nameof' expression to reference 'Argument.field' name"
"Vendor/generated/other","UseNameOfInsteadOfTypeOf","note","8","Assets/FishNet/Runtime/Managing/Transporting/TransportManager.cs","465","Use 'nameof' expression to reference class 'Multipass' name"
"Vendor/generated/other","UseNameofExpression","note","69","Assets/FishNet/CodeGenerating/cecil-0.11.4/rocks/Mono.Cecil.Rocks/TypeReferenceRocks.cs","63","Use 'nameof' expression to reference parameter 'arguments' name"
"Vendor/generated/other","UseObjectOrCollectionInitializer","note","77","Assets/FishNet/CodeGenerating/Helpers/Extension/ILProcessorExtensions.cs","14","Use collection initializer"
"First-party","UseObjectOrCollectionInitializer","note","14","Assets/Game/Editor/AvatarSettingsEditor.cs","15","Use object initializer"
"Vendor/generated/other","UsePatternMatching","note","41","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/CodeReader.cs","388","Use pattern matching"
"First-party","UsePatternMatching","note","1","Assets/Game/Runtime/UI/MenuNavigation.cs","105","Use pattern matching"
"Vendor/generated/other","UseStringInterpolation","note","10","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Symbols.cs","890","Use string interpolation expression"
"Vendor/generated/other","UselessBinaryOperation","warning","1","Assets/_3rdParty/LeanTween/Framework/LeanAudio.cs","156","Addition or subtraction of 0 in every execution path, which is useless"
"Vendor/generated/other","VirtualMemberCallInConstructor","warning","2","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FieldReference.cs","44","Virtual member call in constructor"
"Vendor/generated/other","VirtualMemberNeverOverridden.Global","note","42","Assets/FishNet/Runtime/Object/NetworkBehaviour/NetworkBehaviour.Prediction.cs","337","Virtual method 'ClearReplicateCache' is never overridden"
