"Scope","Rule","Severity","Category","File","Line","Message","Title","Impact"
"Vendor/generated/other","","Moderate","ShaderCompilerMessage","Packages/com.unity.render-pipelines.universal/Shaders/Utils/FallbackLoading.shader","-1","Ignoring duplicate keyword line 'multi_compile _ DOTS_INSTANCING_ON'",,
"Vendor/generated/other","","Moderate","ShaderCompilerMessage","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader","84","#pragma enable_d3d11_debug_symbols has been deprecated, instead please use #pragma enable_debug_symbols",,
"Vendor/generated/other","","Moderate","ShaderCompilerMessage","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile SpaceWarp.shader","86","#pragma enable_d3d11_debug_symbols has been deprecated, instead please use #pragma enable_debug_symbols",,
"Vendor/generated/other","","Moderate","ShaderCompilerMessage","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile SpaceWarp.shader","256","#pragma enable_d3d11_debug_symbols has been deprecated, instead please use #pragma enable_debug_symbols",,
"Vendor/generated/other","","Moderate","ShaderCompilerMessage","Packages/com.vrmc.vrm/MToon10/Shaders/vrmc_materials_mtoon_urp.shader","12","_FORWARD_PLUS shader keyword has been deprecated. Please update your shaders to use _CLUSTER_LIGHT_LOOP shader keyword instead, otherwise shader compilation times may be negatively affected.",,
"Vendor/generated/other","","Moderate","ShaderCompilerMessage","Packages/com.vrmc.vrm/MToon10/Shaders/vrmc_materials_mtoon_urp.shader","78","gradient instruction used in a loop with varying iteration; partial derivatives may have undefined value",,
"Vendor/generated/other","PAA0001","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Material/Futoro_PersonSprites.png","0","Texture2D 'Futoro_PersonSprites' mipmaps generation is enabled","Texture: Mipmaps enabled on Sprite/UI texture","BuildSize, Quality"
"Vendor/generated/other","PAA0001","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Material/Futuro_Bar.psd","0","Texture2D 'Futuro_Bar' mipmaps generation is enabled","Texture: Mipmaps enabled on Sprite/UI texture","BuildSize, Quality"
"Vendor/generated/other","PAA0001","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Material/Futuro_SineWave.psd","0","Texture2D 'Futuro_SineWave' mipmaps generation is enabled","Texture: Mipmaps enabled on Sprite/UI texture","BuildSize, Quality"
"Vendor/generated/other","PAA4008","Moderate","AssetIssue","Assets/FishNet/Demos/ColliderRollback/Audio/Glock.wav","0","AudioClip 'Glock' is set to Preload Audio Data","Audio: Preload Audio Data is enabled","LoadTime"
"Vendor/generated/other","PAA4011","Moderate","AssetIssue","Assets/SFX/Horn/horn1.mp3","0","AudioClip 'horn1' source asset is in a lossy compressed format","Audio: Source asset is in a lossy compressed format","Quality"
"Vendor/generated/other","PAA4011","Moderate","AssetIssue","Assets/SFX/Horn/horn2.mp3","0","AudioClip 'horn2' source asset is in a lossy compressed format","Audio: Source asset is in a lossy compressed format","Quality"
"Vendor/generated/other","PAA4011","Moderate","AssetIssue","Assets/SFX/Horn/horn3.mp3","0","AudioClip 'horn3' source asset is in a lossy compressed format","Audio: Source asset is in a lossy compressed format","Quality"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'steeringWheel' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'acceleratorPedal' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'lights' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'brakePedal' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'headLights' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'wheel_f_r' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'GolfCart_01' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'wheel_b_l' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'wheel_f_l' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'wheel_b_r' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'steering' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'axle_b' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'windshield' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'storageTray' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'seat_f' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'axle_f' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'seat_b' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/GolfCart/Meshes/GolfCart_01.FBX","0","Mesh 'tailLights' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/2dText.fbx","0","Mesh 'Text.002' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/AdvancedExamplesText.fbx","0","Mesh 'Text2' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/AdvancedExamplesText.fbx","0","Mesh 'Text3' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/AdvancedExamplesText.fbx","0","Mesh 'Text4' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/AdvancedExamplesText.fbx","0","Mesh 'TextRecursion' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/BasicExamplesText.fbx","0","Mesh 'TextRotate' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/BasicExamplesText.fbx","0","Mesh 'TextAndMore' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/BasicExamplesText.fbx","0","Mesh 'TextMove' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/BasicExamplesText.fbx","0","Mesh 'TextScale' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/CameraShakeText.fbx","0","Mesh 'Text.002' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/CurvePathsText.fbx","0","Mesh 'Text.001' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/EndlessDrivingText.fbx","0","Mesh 'EndlessDrivingText' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/ExampleCar.fbx","0","Mesh 'ExampleCar' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/ExampleFirTree.fbx","0","Mesh 'Cone' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/Grid.fbx","0","Mesh 'Cube' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/LeanTween-Icon.fbx","0","Mesh 'eanTween' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/LeanTween-Icon.fbx","0","Mesh 'LCharacter' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/LeanTweenHD-Icon.fbx","0","Mesh 'Lean' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/LeanTweenHD-Icon.fbx","0","Mesh 'Tween' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatar.fbx","0","Mesh 'SimpleAvatarBody' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.001' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.007' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.004' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.003' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.002' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.048' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.047' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.046' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBodyRim' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.043' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.042' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.041' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.040' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.039' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.038' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.037' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.036' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.035' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.034' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.033' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.032' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.031' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.030' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.029' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.028' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.027' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.026' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.025' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.024' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.023' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.022' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.021' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.020' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.019' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.018' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.017' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.016' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.015' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.014' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.013' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.012' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.011' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.010' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.009' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.008' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.005' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/LeanTween/Examples/Models/SimpleAvatarPieces.fbx","0","Mesh 'SimpleAvatarBody.006' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Arctic Vol.1/Animations/Penguin_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Arctic Vol.1/Animations/SnowOwl_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Farm Vol.1/Animations/Chick_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Farm Vol.1/Animations/Duck_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Farm Vol.1/Animations/Hen_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Farm Vol.1/Animations/Rooster_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Forest Vol.1/Animations/Crow_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Forest Vol.1/Animations/Eagle_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Forest Vol.1/Animations/Hornbill_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Forest Vol.1/Animations/Owl_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Pets Vol.1/Animations/Dove_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Pets Vol.1/Animations/Parrot_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Pets Vol.1/Animations/Pigeon_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Safari Vol.1/Animations/Flamingo_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.1/Safari Vol.1/Animations/Ostrich_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.2/Desert Vol.1/Animations/GoldenEagle_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.2/Island Vol.1/Animations/Emu_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
"Vendor/generated/other","PAA1000","Moderate","AssetIssue","Assets/_3rdParty/Quirky Series/Ultimate Pack Vol.1/Mega Pack Vol.2/Island Vol.1/Animations/Kookaburra_Animations.fbx","0","Mesh 'Mesh' Read/Write is enabled","Mesh: Read/Write enabled","Memory"
