"Scope","Rule","Severity","Category","File","Line","Message","Title","Impact"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/BaseAssemblyResolver.cs","281","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/BaseAssemblyResolver.cs","283","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/BaseAssemblyResolver.cs","296","'MonoFN.Collections.Generic.Collection`1<System.String>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/BaseAssemblyResolver.cs","308","'MonoFN.Collections.Generic.Collection`1<System.String>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/BaseAssemblyResolver.cs","333","'System.Reflection.Module.get_FullyQualifiedName' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC2004","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/BaseAssemblyResolver.cs","365","'String' array allocation","Array Allocation","Memory"
"Vendor/generated/other","PAC2004","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/BaseAssemblyResolver.cs","366","'String' array allocation","Array Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/BaseAssemblyResolver.cs","384","'System.Text.StringBuilder' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/BaseAssemblyResolver.cs","389","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CallSite.cs","55","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CallSite.cs","60","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CallSite.cs","79","'System.Text.StringBuilder' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CallSite.cs","88","'MonoFN.Cecil.MethodReference' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CallSite.cs","95","'System.ArgumentNullException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CustomAttribute.cs","90","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.CustomAttributeArgument>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CustomAttribute.cs","111","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.CustomAttributeNamedArgument>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CustomAttribute.cs","132","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.CustomAttributeNamedArgument>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CustomAttribute.cs","172","'System.NotSupportedException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CustomAttribute.cs","174","'System.Func`3<MonoFN.Cecil.CustomAttribute,MonoFN.Cecil.MetadataReader,System.Byte[]>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/CustomAttribute.cs","187","'System.Action`2<MonoFN.Cecil.CustomAttribute,MonoFN.Cecil.MetadataReader>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/DefaultAssemblyResolver.cs","22","'System.Collections.Generic.Dictionary`2<System.String,MonoFN.Cecil.AssemblyDefinition>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/DefaultAssemblyResolver.cs","42","'System.ArgumentNullException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EmbeddedResource.cs","49","'System.IO.MemoryStream' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EmbeddedResource.cs","52","'System.IO.MemoryStream' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EmbeddedResource.cs","54","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EmbeddedResource.cs","68","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2004","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EmbeddedResource.cs","78","'Byte' array allocation","Array Allocation","Memory"
"Vendor/generated/other","PAC2004","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EmbeddedResource.cs","87","'Byte' array allocation","Array Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EmbeddedResource.cs","88","'System.IO.MemoryStream' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EventDefinition.cs","86","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.MethodDefinition>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EventDefinition.cs","149","'System.Action`2<MonoFN.Cecil.EventDefinition,MonoFN.Cecil.MetadataReader>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/EventReference.cs","18","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/ExportedType.cs","186","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/ExportedType.cs","189","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/ExportedType.cs","215","'MonoFN.Cecil.TypeReference' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FieldDefinition.cs","41","'System.Func`3<MonoFN.Cecil.FieldDefinition,MonoFN.Cecil.MetadataReader,System.Int32>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FieldDefinition.cs","88","'System.Func`3<MonoFN.Cecil.FieldDefinition,MonoFN.Cecil.MetadataReader,System.Int32>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FieldDefinition.cs","131","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FieldReference.cs","20","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FieldReference.cs","56","'System.NotSupportedException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FunctionPointerType.cs","56","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FunctionPointerType.cs","61","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FunctionPointerType.cs","70","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FunctionPointerType.cs","84","'System.Text.StringBuilder' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/FunctionPointerType.cs","96","'MonoFN.Cecil.MethodReference' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericInstanceMethod.cs","29","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.TypeReference>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericInstanceMethod.cs","54","'System.Text.StringBuilder' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericInstanceMethod.cs","66","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.TypeReference>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericInstanceType.cs","31","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.TypeReference>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericInstanceType.cs","39","'System.NotSupportedException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericInstanceType.cs","45","'System.Text.StringBuilder' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericInstanceType.cs","72","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.TypeReference>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","50","'System.Func`3<MonoFN.Cecil.GenericParameter,MonoFN.Cecil.MetadataReader,System.Boolean>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","61","'System.Func`3<MonoFN.Cecil.GenericParameter,MonoFN.Cecil.MetadataReader,MonoFN.Cecil.GenericParameterConstraintCollection>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","63","'MonoFN.Cecil.GenericParameterConstraintCollection' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","90","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","95","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","112","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","118","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","175","'System.ArgumentNullException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","205","'System.ArgumentOutOfRangeException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameter.cs","290","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.CustomAttribute>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameterResolver.cs","72","'System.Exception' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameterResolver.cs","84","'MonoFN.Cecil.ArrayType' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameterResolver.cs","89","'MonoFN.Cecil.ByReferenceType' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameterResolver.cs","97","'MonoFN.Cecil.GenericInstanceType' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameterResolver.cs","114","'System.NotSupportedException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/GenericParameterResolver.cs","177","'System.NotSupportedException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","56","'System.ArgumentNullException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","66","'MonoFN.Collections.Generic.Collection`1<MonoFN.Cecil.IGenericParameterProvider>' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","90","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","95","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","110","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","123","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","180","'System.Reflection.MemberInfo.get_Name' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","180","'MonoFN.Cecil.TypeReference' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","185","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","207","'System.Reflection.MethodBase.get_IsGenericMethod' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","207","'System.Reflection.MethodBase.get_IsGenericMethodDefinition' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","218","'MonoFN.Cecil.ByReferenceType' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","221","'MonoFN.Cecil.PointerType' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","224","'MonoFN.Cecil.ArrayType' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","232","'System.NotSupportedException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","238","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","240","'System.Reflection.MethodBase.op_Inequality' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","243","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","244","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","246","'System.InvalidOperationException' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","251","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","251","'System.Reflection.MemberInfo.get_Name' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","251","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","257","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","257","'System.Reflection.MemberInfo.get_Name' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","257","'System.String.Concat' usage","System.String.Concat","Memory"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","266","'MonoFN.Cecil.GenericInstanceType' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","304","'System.Reflection.Assembly.GetName' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","315","'System.Reflection.AssemblyName.get_Name' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","315","'System.Reflection.AssemblyName.get_Version' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","315","'MonoFN.Cecil.AssemblyNameReference' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","315","'System.Reflection.AssemblyName.GetPublicKeyToken' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","315","'System.Reflection.AssemblyName.get_CultureInfo' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","315","'System.Reflection.AssemblyName.get_HashAlgorithm' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","333","'System.Reflection.AssemblyName.get_FullName' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","346","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","348","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","354","'MonoFN.Cecil.FieldReference' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","354","'System.Reflection.MemberInfo.get_Name' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","354","'System.Reflection.FieldInfo.get_FieldType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","369","'System.Reflection.MemberInfo.get_Module' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","369","'System.Reflection.MemberInfo.get_MetadataToken' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","369","'System.Reflection.Module.ResolveField' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","374","'System.Reflection.MemberInfo.get_Module' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","374","'System.Reflection.MemberInfo.get_MetadataToken' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","374","'System.Reflection.Module.ResolveMethod' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","382","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","384","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","387","'MonoFN.Cecil.MethodReference' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","387","'System.Reflection.MemberInfo.get_Name' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","387","'System.Reflection.MemberInfo.get_DeclaringType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","398","'System.Reflection.MethodBase.get_IsGenericMethod' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","399","'System.Reflection.MethodBase.GetGenericArguments' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","405","'System.Reflection.MethodInfo.op_Inequality' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","405","'System.Reflection.MethodInfo.get_ReturnType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","407","'System.Reflection.MethodBase.GetParameters' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","411","'System.Reflection.ParameterInfo.get_ParameterType' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","411","'MonoFN.Cecil.ParameterDefinition' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","428","'System.Reflection.MemberInfo.get_Name' usage","System.Reflection.*","CPU"
"Vendor/generated/other","PAC2002","Info","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","428","'MonoFN.Cecil.GenericParameter' allocation","Object Allocation","Memory"
"Vendor/generated/other","PAC1001","Moderate","Code","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil/Import.cs","433","'System.Reflection.MethodBase.get_IsGenericMethod' usage","System.Reflection.*","CPU"
