"Scope","Rule","Severity","File","Line","Column","Message"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","39","29","'pixel_t' does not name a value"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","56","14","Cannot resolve symbol 'GetColor'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","1","43","Cannot resolve symbol 'Input'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","6","26","Cannot resolve symbol 'Input'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","32","16","Cannot resolve symbol 'Input'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","11","16","Cannot resolve symbol 'ObjSpaceViewDir'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","31","3","Cannot resolve symbol 'SAMPLE_TEXTURE2D'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","32","3","Cannot resolve symbol 'SAMPLE_TEXTURE2D'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","33","3","Cannot resolve symbol 'SAMPLE_TEXTURE2D'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","34","3","Cannot resolve symbol 'SAMPLE_TEXTURE2D'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","31","27","Cannot resolve symbol 'SamplerState_Linear_Clamp'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","32","27","Cannot resolve symbol 'SamplerState_Linear_Clamp'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","33","27","Cannot resolve symbol 'SamplerState_Linear_Clamp'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","34","27","Cannot resolve symbol 'SamplerState_Linear_Clamp'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","32","35","Cannot resolve symbol 'SurfaceOutput'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","39","5","Cannot resolve symbol 'UNITY_INITIALIZE_OUTPUT'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","6","2","Cannot resolve symbol 'UNITY_INITIALIZE_OUTPUT'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","42","5","Cannot resolve symbol 'UNITY_INITIALIZE_VERTEX_OUTPUT_STEREO'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","21","56","Cannot resolve symbol 'UNITY_MATRIX_P'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","40","5","Cannot resolve symbol 'UNITY_SETUP_INSTANCE_ID'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","104","5","Cannot resolve symbol 'UNITY_SETUP_INSTANCE_ID'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","41","5","Cannot resolve symbol 'UNITY_TRANSFER_INSTANCE_ID'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","13","5","Cannot resolve symbol 'UNITY_VERTEX_INPUT_INSTANCE_ID'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","50","24","Cannot resolve symbol 'UnityObjectToClipPos'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","18","21","Cannot resolve symbol 'UnityObjectToClipPos'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","24","64","Cannot resolve symbol 'UnityObjectToWorldNormal'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","24","114","Cannot resolve symbol 'WorldSpaceViewDir'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","29","46","Cannot resolve symbol 'WorldSpaceViewDir'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","68","14","Cannot resolve symbol '_Ambient'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","41","7","Cannot resolve symbol '_Bevel'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","50","7","Cannot resolve symbol '_BevelAmount'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","49","26","Cannot resolve symbol '_BevelClamp'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","49","39","Cannot resolve symbol '_BevelClamp'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","49","52","Cannot resolve symbol '_BevelClamp'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","49","65","Cannot resolve symbol '_BevelClamp'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","40","17","Cannot resolve symbol '_BevelClamp'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","38","7","Cannot resolve symbol '_BevelOffset'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","29","12","Cannot resolve symbol '_BevelOffset'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","48","46","Cannot resolve symbol '_BevelRoundness'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","48","63","Cannot resolve symbol '_BevelRoundness'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","48","80","Cannot resolve symbol '_BevelRoundness'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","48","97","Cannot resolve symbol '_BevelRoundness'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","39","35","Cannot resolve symbol '_BevelRoundness'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","36","21","Cannot resolve symbol '_BevelType'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","40","30","Cannot resolve symbol '_BevelWidth'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","31","44","Cannot resolve symbol '_BevelWidth'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","56","32","Cannot resolve symbol '_ClipRect'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","67","30","Cannot resolve symbol '_Diffuse'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","29","34","Cannot resolve symbol '_EnvMatrix'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","69","53","Cannot resolve symbol '_FaceColor'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","50","21","Cannot resolve symbol '_FaceColor'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","53","24","Cannot resolve symbol '_FaceDilate'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","28","65","Cannot resolve symbol '_FaceDilate'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","96","20","Cannot resolve symbol '_FaceShininess'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","54","21","Cannot resolve symbol '_FaceTex'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","54","60","Cannot resolve symbol '_FaceUVSpeedX'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","54","107","Cannot resolve symbol '_FaceUVSpeedY'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","73","16","Cannot resolve symbol '_GlowColor'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","73","41","Cannot resolve symbol '_GlowColor'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","69","17","Cannot resolve symbol '_GlowInner'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","68","20","Cannot resolve symbol '_GlowOffset'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","69","30","Cannot resolve symbol '_GlowOuter'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","71","23","Cannot resolve symbol '_GlowPower'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","50","35","Cannot resolve symbol '_GradientScale'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","41","29","Cannot resolve symbol '_GradientScale'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","110","35","Cannot resolve symbol '_GradientScale'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","23","31","Cannot resolve symbol '_GradientScale'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","63","38","Cannot resolve symbol '_LightAngle'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","63","56","Cannot resolve symbol '_LightAngle'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","52","21","Cannot resolve symbol '_MainTex'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","53","11","Cannot resolve symbol '_MainTex'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","54","11","Cannot resolve symbol '_MainTex'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","55","11","Cannot resolve symbol '_MainTex'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","106","21","Cannot resolve symbol '_MainTex'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","44","18","Cannot resolve symbol '_MainTex'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","72","27","Cannot resolve symbol '_OutlineColor'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","51","24","Cannot resolve symbol '_OutlineColor'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","96","36","Cannot resolve symbol '_OutlineShininess'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","118","19","Cannot resolve symbol '_OutlineSoftness'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","47","19","Cannot resolve symbol '_OutlineSoftness'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","55","24","Cannot resolve symbol '_OutlineTex'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","55","69","Cannot resolve symbol '_OutlineUVSpeedX'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","55","122","Cannot resolve symbol '_OutlineUVSpeedY'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","31","30","Cannot resolve symbol '_OutlineWidth'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","80","44","Cannot resolve symbol '_OutlineWidth'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","46","18","Cannot resolve symbol '_OutlineWidth'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","24","28","Cannot resolve symbol '_PerspectiveFilter'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","21","40","Cannot resolve symbol '_Reflectivity'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","62","40","Cannot resolve symbol '_Reflectivity'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","53","39","Cannot resolve symbol '_ScaleRatioA'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","80","60","Cannot resolve symbol '_ScaleRatioA'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","118","38","Cannot resolve symbol '_ScaleRatioA'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","28","80","Cannot resolve symbol '_ScaleRatioA'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","46","32","Cannot resolve symbol '_ScaleRatioA'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","47","36","Cannot resolve symbol '_ScaleRatioA'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","68","32","Cannot resolve symbol '_ScaleRatioB'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","69","43","Cannot resolve symbol '_ScaleRatioB'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","21","22","Cannot resolve symbol '_ScaleX'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","21","31","Cannot resolve symbol '_ScaleY'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","21","72","Cannot resolve symbol '_ScreenParams'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","27","34","Cannot resolve symbol '_ShaderFlags'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","110","53","Cannot resolve symbol '_Sharpness'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","23","49","Cannot resolve symbol '_Sharpness'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","22","9","Cannot resolve symbol '_SpecularColor'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","63","9","Cannot resolve symbol '_SpecularColor'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","22","37","Cannot resolve symbol '_SpecularPower'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","63","37","Cannot resolve symbol '_SpecularPower'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","109","18","Cannot resolve symbol '_TextureHeight'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","82","60","Cannot resolve symbol '_Time'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","54","76","Cannot resolve symbol '_Time'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","54","123","Cannot resolve symbol '_Time'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","55","88","Cannot resolve symbol '_Time'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","55","141","Cannot resolve symbol '_Time'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","47","15","Cannot resolve symbol '_VertexOffsetX'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","3","16","Cannot resolve symbol '_VertexOffsetX'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","48","15","Cannot resolve symbol '_VertexOffsetY'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","4","16","Cannot resolve symbol '_VertexOffsetY'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","52","40","Cannot resolve symbol '_WeightBold'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","28","38","Cannot resolve symbol '_WeightBold'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","52","25","Cannot resolve symbol '_WeightNormal'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","28","23","Cannot resolve symbol '_WeightNormal'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Surface.cginc","1","23","Cannot resolve symbol 'appdata_full'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","10","1","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","10","25","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro.cginc","10","43","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Properties.cginc","5","9","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Properties.cginc","12","9","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Properties.cginc","26","9","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Properties.cginc","27","9","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Properties.cginc","33","9","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Properties.cginc","40","9","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/TMPro_Properties.cginc","46","9","Cannot resolve symbol 'fixed4'"
"Vendor/generated/other",".CppCompilerErrors","warning","Assets/TextMesh Pro/Shaders/SDFFunctions.hlsl","25","29","Cannot resolve symbol 'texture2D'"
"Vendor/generated/other",".CppCompilerErrors","error","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","14","31","Expected ';'"
"Vendor/generated/other",".CppCompilerErrors","error","Assets/TextMesh Pro/Shaders/TMPro_Mobile.cginc","3","5","Expected a declaration"
"First-party","AccessToModifiedClosure","warning","Assets/Game/Runtime/Networking/SteamLobby.cs","46","32","Captured variable is modified in the outer scope"
"First-party","AccessToModifiedClosure","warning","Assets/Game/Runtime/Networking/SteamLobby.cs","47","17","Captured variable is modified in the outer scope"
"First-party","AccessToModifiedClosure","warning","Assets/Game/Runtime/Networking/SteamLobby.cs","86","32","Captured variable is modified in the outer scope"
"First-party","AccessToModifiedClosure","warning","Assets/Game/Runtime/Networking/SteamLobby.cs","87","17","Captured variable is modified in the outer scope"
"Vendor/generated/other","AccessToStaticMemberViaDerivedType","warning","Assets/FishNet/Runtime/Plugins/GameKit/Dependencies/Utilities/Transforms.cs","103","21","Access to a static member of a type via a derived type"
"First-party","AccessToStaticMemberViaDerivedType","warning","Assets/Game/Editor/BakeTools.cs","230","51","Access to a static member of a type via a derived type"
"First-party","AccessToStaticMemberViaDerivedType","warning","Assets/Game/Editor/IconCaptureWindow.cs","85","13","Access to a static member of a type via a derived type"
"First-party","AccessToStaticMemberViaDerivedType","warning","Assets/Game/Editor/IconCaptureWindow.cs","99","13","Access to a static member of a type via a derived type"
"First-party","AccessToStaticMemberViaDerivedType","warning","Assets/Game/Editor/IconCaptureWindow.cs","116","13","Access to a static member of a type via a derived type"
"Vendor/generated/other","AccessToStaticMemberViaDerivedType","warning","Assets/_3rdParty/LeanTween/Framework/LeanAudio.cs","296","3","Access to a static member of a type via a derived type"
"Vendor/generated/other","AccessToStaticMemberViaDerivedType","warning","Assets/_3rdParty/LeanTween/Testing/Scripts/LeanPool.cs","28","33","Access to a static member of a type via a derived type"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Document.cs","57","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Document.cs","58","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Document.cs","63","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Document.cs","64","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Document.cs","69","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Document.cs","70","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Document.cs","75","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Document.cs","76","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","25","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","26","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","30","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","31","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","35","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","36","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","40","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","41","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","45","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/Instruction.cs","46","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/MethodBody.cs","34","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/MethodBody.cs","35","19","Code body does not conform to code style settings: use expression body"
"Vendor/generated/other","ArrangeAccessorOwnerBody","note","Assets/FishNet/CodeGenerating/cecil-0.11.4/Mono.Cecil.Cil/MethodBody.cs","43","19","Code body does not conform to code style settings: use expression body"
